date,store_id,item_id,sales,promo,holiday
2022-01-01,Store_A,Product_1,72.65570432661451,0,1
2022-01-01,Store_A,Product_2,84.48081205570242,1,1
2022-01-01,Store_A,Product_3,73.41057625206182,0,1
2022-01-01,Store_B,Product_1,92.78728284359848,1,1
2022-01-01,Store_B,Product_2,69.00136668794167,0,1
2022-01-01,Store_B,Product_3,84.00144877681245,1,1
2022-01-01,Store_C,Product_1,78.0681976390953,0,1
2022-01-01,Store_C,Product_2,89.00930720732289,1,1
2022-01-01,Store_C,Product_3,67.82476163188359,0,1
2022-01-02,Store_A,Product_1,73.07701633415729,0,1
2022-01-02,Store_A,Product_2,68.04712765216516,0,1
2022-01-02,Store_A,Product_3,68.03556734837618,0,1
2022-01-02,Store_B,Product_1,71.57402747405763,0,1
2022-01-02,Store_B,Product_2,75.79781489293848,1,1
2022-01-02,Store_B,Product_3,61.739626953662295,0,1
2022-01-02,Store_C,Product_1,67.55277847002259,0,1
2022-01-02,Store_C,Product_2,65.30006051455534,0,1
2022-01-02,Store_C,Product_3,71.93545277920383,0,1
2022-01-03,Store_A,Product_1,66.01607629462649,0,1
2022-01-03,Store_A,Product_2,63.49467816555608,0,1
2022-01-03,Store_A,Product_3,77.8844405168403,0,1
2022-01-03,Store_B,Product_1,69.42731516979987,0,1
2022-01-03,Store_B,Product_2,70.89383769567215,0,1
2022-01-03,Store_B,Product_3,63.432455741165256,0,1
2022-01-03,Store_C,Product_1,67.83428304960663,0,1
2022-01-03,Store_C,Product_2,71.11080962078188,0,1
2022-01-03,Store_C,Product_3,64.80122878512103,0,1
2022-01-04,Store_A,Product_1,72.62651435975155,0,1
2022-01-04,Store_A,Product_2,67.74483081842918,0,1
2022-01-04,Store_A,Product_3,69.28955551905682,0,1
2022-01-04,Store_B,Product_1,67.73949120687621,0,1
2022-01-04,Store_B,Product_2,80.00941519056789,0,1
2022-01-04,Store_B,Product_3,70.68053814433352,0,1
2022-01-04,Store_C,Product_1,65.4594696232437,0,1
2022-01-04,Store_C,Product_2,74.86074882853914,0,1
2022-01-04,Store_C,Product_3,64.64380601816809,0,1
2022-01-05,Store_A,Product_1,71.98396596239824,0,1
2022-01-05,Store_A,Product_2,61.14129736797558,0,1
2022-01-05,Store_A,Product_3,79.2987177428823,1,1
2022-01-05,Store_B,Product_1,71.92395416672008,0,1
2022-01-05,Store_B,Product_2,74.63198088735152,0,1
2022-01-05,Store_B,Product_3,71.79648939332432,0,1
2022-01-05,Store_C,Product_1,70.36140657543326,0,1
2022-01-05,Store_C,Product_2,69.43412950942802,0,1
2022-01-05,Store_C,Product_3,63.54703803553733,0,1
2022-01-06,Store_A,Product_1,82.53179593250081,1,1
2022-01-06,Store_A,Product_2,68.82782311967541,0,1
2022-01-06,Store_A,Product_3,76.41662810556892,0,1
2022-01-06,Store_B,Product_1,72.84910842231665,0,1
2022-01-06,Store_B,Product_2,62.31581619766068,0,1
2022-01-06,Store_B,Product_3,72.75143682144832,0,1
2022-01-06,Store_C,Product_1,69.20560557239277,0,1
2022-01-06,Store_C,Product_2,67.74640697294456,0,1
2022-01-06,Store_C,Product_3,74.18939841867868,0,1
2022-01-07,Store_A,Product_1,91.47707806147328,1,1
2022-01-07,Store_A,Product_2,75.97848104457452,0,1
2022-01-07,Store_A,Product_3,67.12599283288033,0,1
2022-01-07,Store_B,Product_1,69.77601856973746,0,1
2022-01-07,Store_B,Product_2,72.97839760601134,0,1
2022-01-07,Store_B,Product_3,91.19980608460531,1,1
2022-01-07,Store_C,Product_1,68.92620925976708,0,1
2022-01-07,Store_C,Product_2,70.39378556567445,0,1
2022-01-07,Store_C,Product_3,65.79040557896339,0,1
2022-01-08,Store_A,Product_1,65.5317546007293,0,1
2022-01-08,Store_A,Product_2,75.57541683310365,0,1
2022-01-08,Store_A,Product_3,78.29398786398676,0,1
2022-01-08,Store_B,Product_1,86.15273711323098,1,1
2022-01-08,Store_B,Product_2,76.53045221059277,0,1
2022-01-08,Store_B,Product_3,73.32096784637082,0,1
2022-01-08,Store_C,Product_1,68.28718894810703,0,1
2022-01-08,Store_C,Product_2,73.31976574867471,0,1
2022-01-08,Store_C,Product_3,79.20297055346249,0,1
2022-01-09,Store_A,Product_1,71.52395801109304,0,1
2022-01-09,Store_A,Product_2,79.52630648571284,0,1
2022-01-09,Store_A,Product_3,58.60436268619409,0,1
2022-01-09,Store_B,Product_1,75.81260072851893,0,1
2022-01-09,Store_B,Product_2,72.13832354783366,0,1
2022-01-09,Store_B,Product_3,85.20805145431348,1,1
2022-01-09,Store_C,Product_1,72.16189208932033,0,1
2022-01-09,Store_C,Product_2,61.76524363363835,0,1
2022-01-09,Store_C,Product_3,70.60472876745524,0,1
2022-01-10,Store_A,Product_1,73.67849429937351,0,1
2022-01-10,Store_A,Product_2,79.28240166552236,0,1
2022-01-10,Store_A,Product_3,69.30158035044653,0,1
2022-01-10,Store_B,Product_1,82.85046342734884,1,1
2022-01-10,Store_B,Product_2,69.38414622389209,0,1
2022-01-10,Store_B,Product_3,91.46994203032514,1,1
2022-01-10,Store_C,Product_1,73.5366869901132,0,1
2022-01-10,Store_C,Product_2,69.24413042297958,0,1
2022-01-10,Store_C,Product_3,74.45926860738155,0,1
2022-01-11,Store_A,Product_1,72.56765484517265,0,1
2022-01-11,Store_A,Product_2,76.9254920510969,0,1
2022-01-11,Store_A,Product_3,68.57200162904569,0,1
2022-01-11,Store_B,Product_1,70.4439563654436,0,1
2022-01-11,Store_B,Product_2,70.12172633277166,0,1
2022-01-11,Store_B,Product_3,64.76469235777185,0,1
2022-01-11,Store_C,Product_1,73.56286848375532,0,1
2022-01-11,Store_C,Product_2,73.3875434593319,0,1
2022-01-11,Store_C,Product_3,72.10783438164475,0,1
2022-01-12,Store_A,Product_1,71.09810933181046,0,1
2022-01-12,Store_A,Product_2,65.19419128843413,0,1
2022-01-12,Store_A,Product_3,70.1678183848594,0,1
2022-01-12,Store_B,Product_1,70.55747241605235,0,1
2022-01-12,Store_B,Product_2,83.2596586525781,1,1
2022-01-12,Store_B,Product_3,86.46461644035614,1,1
2022-01-12,Store_C,Product_1,89.29129928275889,1,1
2022-01-12,Store_C,Product_2,81.70197450473884,0,1
2022-01-12,Store_C,Product_3,73.14393406284539,0,1
2022-01-13,Store_A,Product_1,73.74696708365548,0,1
2022-01-13,Store_A,Product_2,72.08698555121083,0,1
2022-01-13,Store_A,Product_3,77.86535905354646,1,1
2022-01-13,Store_B,Product_1,72.32664575279557,0,1
2022-01-13,Store_B,Product_2,72.7603661797468,0,1
2022-01-13,Store_B,Product_3,84.77542569246809,0,1
2022-01-13,Store_C,Product_1,71.49741030613605,0,1
2022-01-13,Store_C,Product_2,73.96695184170972,0,1
2022-01-13,Store_C,Product_3,72.28565628151543,0,1
2022-01-14,Store_A,Product_1,81.80333747196184,1,1
2022-01-14,Store_A,Product_2,93.3608417326346,1,1
2022-01-14,Store_A,Product_3,76.40639282349338,0,1
2022-01-14,Store_B,Product_1,76.60188739527473,0,1
2022-01-14,Store_B,Product_2,68.0997903860858,0,1
2022-01-14,Store_B,Product_3,79.66069921473999,0,1
2022-01-14,Store_C,Product_1,80.6374723460981,1,1
2022-01-14,Store_C,Product_2,75.58101312906085,0,1
2022-01-14,Store_C,Product_3,83.59900578910938,0,1
2022-01-15,Store_A,Product_1,67.88085132550843,0,1
2022-01-15,Store_A,Product_2,70.00204430314801,0,1
2022-01-15,Store_A,Product_3,73.33178977660008,0,1
2022-01-15,Store_B,Product_1,70.31615468058087,0,1
2022-01-15,Store_B,Product_2,65.08021579583121,0,1
2022-01-15,Store_B,Product_3,73.17634782519201,0,1
2022-01-15,Store_C,Product_1,67.52201438253135,0,1
2022-01-15,Store_C,Product_2,75.20149510433778,0,1
2022-01-15,Store_C,Product_3,68.23641177999286,0,1
2022-01-16,Store_A,Product_1,80.76925360042875,0,1
2022-01-16,Store_A,Product_2,69.10331511365987,0,1
2022-01-16,Store_A,Product_3,71.40927399431267,0,1
2022-01-16,Store_B,Product_1,77.0871676621894,0,1
2022-01-16,Store_B,Product_2,81.86525999317126,1,1
2022-01-16,Store_B,Product_3,74.1568812483617,0,1
2022-01-16,Store_C,Product_1,79.55529534675318,0,1
2022-01-16,Store_C,Product_2,64.98216540253492,0,1
2022-01-16,Store_C,Product_3,73.94275086800258,0,1
2022-01-17,Store_A,Product_1,74.5042383000482,0,1
2022-01-17,Store_A,Product_2,92.11393868769264,1,1
2022-01-17,Store_A,Product_3,67.02007077441567,0,1
2022-01-17,Store_B,Product_1,66.60254126338471,0,1
2022-01-17,Store_B,Product_2,75.81453215689058,0,1
2022-01-17,Store_B,Product_3,74.68974769497203,0,1
2022-01-17,Store_C,Product_1,74.45728858053548,0,1
2022-01-17,Store_C,Product_2,74.93706537629097,0,1
2022-01-17,Store_C,Product_3,69.80470072091364,0,1
2022-01-18,Store_A,Product_1,74.5504807323679,0,1
2022-01-18,Store_A,Product_2,74.8545746130563,0,1
2022-01-18,Store_A,Product_3,69.81745515643105,0,1
2022-01-18,Store_B,Product_1,82.71808480228668,0,1
2022-01-18,Store_B,Product_2,75.75837685112182,0,1
2022-01-18,Store_B,Product_3,67.43269476054965,0,1
2022-01-18,Store_C,Product_1,76.67198028973203,0,1
2022-01-18,Store_C,Product_2,68.51580389542629,0,1
2022-01-18,Store_C,Product_3,77.32463526527515,0,1
2022-01-19,Store_A,Product_1,79.36567451196066,0,1
2022-01-19,Store_A,Product_2,69.46928502516509,0,1
2022-01-19,Store_A,Product_3,78.38957726314526,0,1
2022-01-19,Store_B,Product_1,75.63660125160614,0,1
2022-01-19,Store_B,Product_2,77.68299741689609,0,1
2022-01-19,Store_B,Product_3,83.05666153019338,0,1
2022-01-19,Store_C,Product_1,72.3457560369093,0,1
2022-01-19,Store_C,Product_2,69.8040157951362,0,1
2022-01-19,Store_C,Product_3,69.12512446879603,0,1
2022-01-20,Store_A,Product_1,69.67617757111395,0,1
2022-01-20,Store_A,Product_2,73.36972044887062,0,1
2022-01-20,Store_A,Product_3,75.46098887002435,0,1
2022-01-20,Store_B,Product_1,75.13868299259124,0,1
2022-01-20,Store_B,Product_2,77.89114524112125,0,1
2022-01-20,Store_B,Product_3,73.82023845533067,0,1
2022-01-20,Store_C,Product_1,81.02289938172773,0,1
2022-01-20,Store_C,Product_2,72.43194482975136,0,1
2022-01-20,Store_C,Product_3,87.35607482888923,0,1
2022-01-21,Store_A,Product_1,77.06509796058876,0,1
2022-01-21,Store_A,Product_2,84.6509734396823,1,1
2022-01-21,Store_A,Product_3,68.58229873145815,0,1
2022-01-21,Store_B,Product_1,76.34912329797965,0,1
2022-01-21,Store_B,Product_2,72.81944729513447,0,1
2022-01-21,Store_B,Product_3,77.50676369222418,0,1
2022-01-21,Store_C,Product_1,76.30294934463144,0,1
2022-01-21,Store_C,Product_2,73.57261665847935,0,1
2022-01-21,Store_C,Product_3,69.70279263142169,0,1
2022-01-22,Store_A,Product_1,66.54300930547741,0,1
2022-01-22,Store_A,Product_2,71.88467066857163,0,1
2022-01-22,Store_A,Product_3,78.3992394005241,0,1
2022-01-22,Store_B,Product_1,75.18771414955776,0,1
2022-01-22,Store_B,Product_2,67.88855153534679,0,1
2022-01-22,Store_B,Product_3,89.98315005816264,1,1
2022-01-22,Store_C,Product_1,76.04383232755092,0,1
2022-01-22,Store_C,Product_2,69.69795824790107,0,1
2022-01-22,Store_C,Product_3,74.88587095863437,0,1
2022-01-23,Store_A,Product_1,74.58767765466607,0,1
2022-01-23,Store_A,Product_2,68.58178257328295,0,1
2022-01-23,Store_A,Product_3,76.08557086417748,0,1
2022-01-23,Store_B,Product_1,92.10055669427724,1,1
2022-01-23,Store_B,Product_2,79.71189027831245,0,1
2022-01-23,Store_B,Product_3,79.56564432261058,0,1
2022-01-23,Store_C,Product_1,67.40828722265061,0,1
2022-01-23,Store_C,Product_2,69.60750886286046,0,1
2022-01-23,Store_C,Product_3,76.87181039847937,0,1
2022-01-24,Store_A,Product_1,77.04380964662079,0,1
2022-01-24,Store_A,Product_2,77.05011832358997,0,1
2022-01-24,Store_A,Product_3,93.73853734533334,0,1
2022-01-24,Store_B,Product_1,77.32933244552557,0,1
2022-01-24,Store_B,Product_2,80.15270809296273,0,1
2022-01-24,Store_B,Product_3,79.24488870952575,0,1
2022-01-24,Store_C,Product_1,77.73183614858871,0,1
2022-01-24,Store_C,Product_2,72.89853366885801,0,1
2022-01-24,Store_C,Product_3,78.26972599452607,0,1
2022-01-25,Store_A,Product_1,70.7878099534353,0,1
2022-01-25,Store_A,Product_2,73.46784299242313,0,1
2022-01-25,Store_A,Product_3,87.22511828697765,1,1
2022-01-25,Store_B,Product_1,90.06130672305477,1,1
2022-01-25,Store_B,Product_2,86.22522885949071,0,1
2022-01-25,Store_B,Product_3,80.31561006316443,1,1
2022-01-25,Store_C,Product_1,78.08323697799574,0,1
2022-01-25,Store_C,Product_2,66.5883566701749,0,1
2022-01-25,Store_C,Product_3,72.29227669717599,0,1
2022-01-26,Store_A,Product_1,80.27250891034114,0,1
2022-01-26,Store_A,Product_2,75.14915602098162,0,1
2022-01-26,Store_A,Product_3,69.43903203585779,0,1
2022-01-26,Store_B,Product_1,71.25123737920447,0,1
2022-01-26,Store_B,Product_2,78.22574467017769,0,1
2022-01-26,Store_B,Product_3,71.17592276691863,0,1
2022-01-26,Store_C,Product_1,75.91004887341418,0,1
2022-01-26,Store_C,Product_2,75.05561512502338,0,1
2022-01-26,Store_C,Product_3,71.56975418747523,0,1
2022-01-27,Store_A,Product_1,100.72201386403074,1,1
2022-01-27,Store_A,Product_2,78.17188852899417,0,1
